from,to,relation,weight,type
GGra,BC,family,1,clan
AnLI,BC,family,1,clan
GSav,GiLu,ally,1,member
GSav,CaSa,family,2,member
GSav,ViSa,family,2,member
GSav,AnCa,family,1,member
GSav,GiuC,family,1,member
GSav,BeGr,family,1,member
GSav,FiGr,family,1,member
GSav,GGra,family,1,member
GSav,AnLI,family,1,member
CaSa,GiLu,ally,1,member
CaSa,GSav,family,2,member
CaSa,ViSa,family,2,member
CaSa,AnCa,family,1,member
CaSa,GiuC,family,1,member
CaSa,BeGr,family,1,member
CaSa,FiGr,family,1,member
CaSa,GGra,family,1,member
CaSa,AnLI,family,1,member
ViSa,GiLu,ally,1,member
ViSa,GSav,family,2,member
ViSa,CaSa,family,2,member
ViSa,AnCa,family,1,member
ViSa,GiuC,family,1,member
ViSa,BeGr,family,1,member
ViSa,FiGr,family,1,member
ViSa,GGra,family,1,member
ViSa,AnLI,family,1,member
AnCa,GiLu,ally,1,member
AnCa,GSav,family,1,member
AnCa,CaSa,family,1,member
AnCa,ViSa,family,1,member
AnCa,GiuC,family,2,member
AnCa,BeGr,family,1,member
AnCa,FiGr,family,1,member
AnCa,GGra,family,1,member
AnCa,AnLI,family,1,member
AnCa,MiGr,ally,2,member
GiuC,GiLu,ally,1,member
GiuC,GSav,family,1,member
GiuC,CaSa,family,1,member
GiuC,ViSa,family,1,member
GiuC,AnCa,family,2,member
GiuC,BeGr,family,1,member
GiuC,FiGr,family,1,member
GiuC,GGra,family,1,member
GiuC,AnLI,family,1,member
BeGr,GiLu,ally,1,member
BeGr,GSav,family,1,member
BeGr,CaSa,family,1,member
BeGr,ViSa,family,1,member
BeGr,AnCa,family,1,member
BeGr,GiuC,family,1,member
BeGr,FiGr,family,2,member
BeGr,GGra,family,2,member
BeGr,AnLI,family,1,member
FiGr,GiLu,ally,1,member
FiGr,GSav,family,1,member
FiGr,CaSa,family,1,member
FiGr,ViSa,family,1,member
FiGr,AnCa,family,1,member
FiGr,GiuC,family,1,member
FiGr,BeGr,family,2,member
FiGr,GGra,family,2,member
FiGr,AnLI,family,1,member
GGra,GiLu,ally,1,member
GGra,GSav,family,1,member
GGra,CaSa,family,1,member
GGra,ViSa,family,1,member
GGra,AnCa,family,1,member
GGra,GiuC,family,1,member
GGra,BeGr,family,2,member
GGra,FiGr,family,2,member
GGra,AnLI,family,1,member
GGra,SaRi,ally,2,member
AnLI,GiLu,ally,1,member
AnLI,GSav,family,1,member
AnLI,CaSa,family,1,member
AnLI,ViSa,family,1,member
AnLI,AnCa,family,1,member
AnLI,GiuC,family,1,member
AnLI,BeGr,family,1,member
AnLI,FiGr,family,1,member
AnLI,GGra,family,1,member
CC,GiLu,family,1,clan
CC,RoMa,family,1,clan
CC,SaMa,family,1,clan
CC,MiGr,family,1,clan
CC,SaGr,family,1,clan
CC,GiGr,family,1,clan
CC,GiuG,family,1,clan
CC,GGre,family,1,clan
CC,GiCa,family,1,clan
CC,AnLu,family,1,clan
CC,GiPa,family,1,clan
CC,StPa,family,1,clan
CC,GiPr,family,1,clan
CC,GPre,family,1,clan
CC,GiuP,family,1,clan
CC,DoCr,family,1,clan
CC,AnLR,family,1,clan
CC,GiLR,family,1,clan
CC,ViPa,family,1,clan
CC,AnPu,family,1,clan
CC,PiPu,family,1,clan
CC,ViPu,family,1,clan
CC,SaPr,family,1,clan
CC,NiPr,family,1,clan
CC,NGre,family,1,clan
GiLu,CC,family,1,clan
RoMa,CC,family,1,clan
SaMa,CC,family,1,clan
MiGr,CC,family,1,clan
SaGr,CC,family,1,clan
GiGr,CC,family,1,clan
GiuG,CC,family,1,clan
GGre,CC,family,1,clan
GiCa,CC,family,1,clan
AnLu,CC,family,1,clan
GiPa,CC,family,1,clan
StPa,CC,family,1,clan
GiPr,CC,family,1,clan
GPre,CC,family,1,clan
GiuP,CC,family,1,clan
DoCr,CC,family,1,clan
AnLR,CC,family,1,clan
GiLR,CC,family,1,clan
ViPa,CC,family,1,clan
AnPu,CC,family,1,clan
PiPu,CC,family,1,clan
ViPu,CC,family,1,clan
SaPr,CC,family,1,clan
NiPr,CC,family,1,clan
NGre,CC,family,1,clan
MiGr,SaGr,family,2,member
MiGr,GiGr,family,1,member
MiGr,GiuG,family,2,member
MiGr,GGre,family,2,member
MiGr,GiCa,family,1,member
MiGr,AnLu,family,1,member
MiGr,GiPa,family,1,member
MiGr,StPa,family,1,member
MiGr,GiPr,family,1,member
MiGr,GPre,family,1,member
MiGr,GiuP,family,1,member
MiGr,DoCr,family,1,member
MiGr,AnLR,family,1,member
MiGr,GiLR,family,1,member
MiGr,ViPa,family,1,member
MiGr,AnPu,family,1,member
MiGr,PiPu,family,1,member
MiGr,ViPu,family,1,member
MiGr,SaPr,family,1,member
MiGr,NiPr,family,1,member
MiGr,NGre,family,2,member
MiGr,SaRi,ally,2,member
MiGr,BePr,ally,2,member
MiGr,LeBa,ally,2,member
MiGr,RoMa,family,1,member
MiGr,SaMa,family,1,member
MiGr,AnDC,ally,1,member
MiGr,GiSc,ally,1,member
MiGr,LeGr,ally,3,member
MiGr,FrCM,ally,1,member
MiGr,GiLu,family,1,member
MiGr,AnCa,ally,2,member
MiGr,AnGe,ally,1,member
MiGr,IgMo,ally,1,member
MiGr,RoRi,ally,1,member
MiGr,MaAg,ally,1,member
MiGr,BeBr,ally,1,member
MiGr,IgSa,ally,1,member
MiGr,GCal,ally,1,member
GiGr,MiGr,family,1,member
GiGr,SaGr,family,1,member
GiGr,GiuG,family,1,member
GiGr,GGre,family,1,member
GiGr,GiCa,family,1,member
GiGr,AnLu,family,1,member
GiGr,GiPa,family,1,member
GiGr,StPa,family,1,member
GiGr,GiPr,family,1,member
GiGr,GPre,family,1,member
GiGr,GiuP,family,1,member
GiGr,DoCr,family,1,member
GiGr,AnLR,family,1,member
GiGr,GiLR,family,1,member
GiGr,ViPa,family,1,member
GiGr,AnPu,family,1,member
GiGr,PiPu,family,1,member
GiGr,ViPu,conflict,NA,member
GiGr,SaPr,family,1,member
GiGr,NiPr,family,1,member
GiGr,NGre,family,1,member
GiGr,SaRi,conflict,NA,member
GiGr,BePr,ally,1,member
GiGr,RoMa,family,1,member
GiGr,SaMa,family,1,member
GiGr,GiLu,conflict,NA,member
GiGr,FiMa,ally,2,member
GiGr,GBPu,ally,1,member
GiGr,AnDC,ally,1,member
GiGr,GiSc,ally,1,member
GiGr,FrCM,ally,1,member
GiGr,GiGa,ally,1,member
GiGr,AnGe,ally,1,member
GiGr,IgMo,ally,1,member
GiGr,RoRi,ally,1,member
GiGr,GiMa,ally,1,member
GiGr,MaAg,ally,1,member
GiCr,BeBr,ally,1,member
GiCr,GCal,ally,1,member
SaGr,MiGr,family,2,member
SaGr,GiGr,family,1,member
SaGr,GiuG,family,2,member
SaGr,GGre,family,2,member
SaGr,GiCa,family,1,member
SaGr,AnLu,family,1,member
SaGr,GiPa,family,1,member
SaGr,StPa,family,1,member
SaGr,GiPr,family,1,member
SaGr,GPre,family,1,member
SaGr,GiuP,family,1,member
SaGr,DoCr,family,1,member
SaGr,AnLR,family,1,member
SaGr,GiLR,family,1,member
SaGr,ViPa,family,1,member
SaGr,AnPu,family,1,member
SaGr,PiPu,family,1,member
SaGr,ViPu,family,1,member
SaGr,SaPr,family,1,member
SaGr,NiPr,family,1,member
SaGr,NGre,family,2,member
SaGr,GiLu,family,1,member
SaGr,RoMa,family,1,member
SaGr,SaMa,family,1,member
GiuG,MiGr,family,2,member
GiuG,GiGr,family,1,member
GiuG,SaGr,family,2,member
GiuG,GGre,family,2,member
GiuG,GiCa,family,1,member
GiuG,AnLu,family,1,member
GiuG,GiPa,family,1,member
GiuG,StPa,family,1,member
GiuG,GiPr,family,1,member
GiuG,GPre,family,1,member
GiuG,GiuP,family,1,member
GiuG,DoCr,family,1,member
GiuG,AnLR,family,1,member
GiuG,GiLR,family,1,member
GiuG,ViPa,family,1,member
GiuG,AnPu,family,1,member
GiuG,PiPu,family,1,member
GiuG,ViPu,family,1,member
GiuG,SaPr,family,1,member
GiuG,NiPr,family,1,member
GiuG,NGre,family,2,member
GiuG,GiLu,family,1,member
GiuG,RoMa,family,1,member
GiuG,SaMa,family,1,member
GGre,MiGr,family,2,member
GGre,GiGr,family,1,member
GGre,SaGr,family,2,member
GGre,GiuG,family,2,member
GGre,GiCa,family,1,member
GGre,AnLu,family,1,member
GGre,GiPa,family,1,member
GGre,StPa,family,1,member
GGre,GiPr,family,1,member
GGre,GPre,family,1,member
GGre,GiuP,family,1,member
GGre,DoCr,family,1,member
GGre,AnLR,family,1,member
GGre,GiLR,family,1,member
GGre,ViPa,family,1,member
GGre,AnPu,family,1,member
GGre,PiPu,family,1,member
GGre,ViPu,family,1,member
GGre,SaPr,family,1,member
GGre,NiPr,family,1,member
GGre,NGre,family,2,member
GGre,GiLu,family,1,member
GGre,RoMa,family,1,member
GGre,SaMa,family,1,member
GiCa,MiGr,family,1,member
GiCa,GiGr,family,1,member
GiCa,SaGr,family,1,member
GiCa,GiuG,family,1,member
GiCa,GGre,family,1,member
GiCa,AnLu,family,1,member
GiCa,GiPa,family,1,member
GiCa,StPa,family,1,member
GiCa,GiPr,family,1,member
GiCa,GPre,family,1,member
GiCa,GiuP,family,1,member
GiCa,DoCr,family,1,member
GiCa,AnLR,family,1,member
GiCa,GiLR,family,1,member
GiCa,ViPa,family,1,member
GiCa,AnPu,family,1,member
GiCa,PiPu,family,1,member
GiCa,ViPu,family,1,member
GiCa,SaPr,family,1,member
GiCa,NiPr,family,1,member
GiCa,NGre,family,1,member
GiCa,GiLu,family,1,member
GiCa,RoMa,family,1,member
GiCa,SaMa,family,1,member
GiCa,DoFe,ally,1,member
DoCr,MiGr,family,1,member
DoCr,GiGr,family,1,member
DoCr,SaGr,family,1,member
DoCr,GiuG,family,1,member
DoCr,GGre,family,1,member
DoCr,AnLu,family,1,member
DoCr,GiPa,family,1,member
DoCr,StPa,family,1,member
DoCr,GiPr,family,1,member
DoCr,GPre,family,1,member
DoCr,GiuP,family,1,member
DoCr,GiCa,family,1,member
DoCr,AnLR,family,1,member
DoCr,GiLR,family,1,member
DoCr,ViPa,family,1,member
DoCr,AnPu,family,1,member
DoCr,PiPu,family,1,member
DoCr,ViPu,family,1,member
DoCr,SaPr,family,1,member
DoCr,NiPr,family,1,member
DoCr,NGre,family,1,member
DoCr,GiLu,family,1,member
DoCr,RoMa,family,1,member
DoCr,SaMa,family,1,member
DoCr,PaAl,ally,2,member
DoCr,CaZa,ally,2,member
DoCr,GiZa,ally,2,member
DoCr,OnZa,ally,2,member
AnLR,MiGr,family,1,member
AnLR,GiGr,family,1,member
AnLR,SaGr,family,1,member
AnLR,GiuG,family,1,member
AnLR,GGre,family,1,member
AnLR,AnLu,family,1,member
AnLR,GiPa,family,1,member
AnLR,StPa,family,1,member
AnLR,GiPr,family,1,member
AnLR,GPre,family,1,member
AnLR,GiuP,family,1,member
AnLR,GiCa,family,1,member
AnLR,DoCr,family,1,member
AnLR,GiLR,family,2,member
AnLR,ViPa,family,1,member
AnLR,AnPu,family,1,member
AnLR,PiPu,family,1,member
AnLR,ViPu,family,1,member
AnLR,SaPr,family,1,member
AnLR,NiPr,family,1,member
AnLR,NGre,family,1,member
AnLR,GiLu,family,1,member
AnLR,RoMa,family,1,member
AnLR,SaMa,family,1,member
GiLR,MiGr,family,1,member
GiLR,GiGr,family,1,member
GiLR,SaGr,family,1,member
GiLR,GiuG,family,1,member
GiLR,GGre,family,1,member
GiLR,AnLu,family,1,member
GiLR,GiPa,family,1,member
GiLR,StPa,family,1,member
GiLR,GiPr,family,1,member
GiLR,GPre,family,1,member
GiLR,GiuP,family,1,member
GiLR,GiCa,family,1,member
GiLR,DoCr,family,1,member
GiLR,AnLR,family,2,member
GiLR,ViPa,family,1,member
GiLR,AnPu,family,1,member
GiLR,PiPu,family,1,member
GiLR,ViPu,family,1,member
GiLR,SaPr,family,1,member
GiLR,NiPr,family,1,member
GiLR,NGre,family,1,member
GiLR,GiLu,family,1,member
GiLR,RoMa,family,1,member
GiLR,SaMa,family,1,member
AnLu,MiGr,family,1,member
AnLu,GiGr,family,1,member
AnLu,SaGr,family,1,member
AnLu,GiuG,family,1,member
AnLu,GGre,family,1,member
AnLu,GiLR,family,1,member
AnLu,GiPa,family,1,member
AnLu,StPa,family,1,member
AnLu,GiPr,family,1,member
AnLu,GPre,family,1,member
AnLu,GiuP,family,1,member
AnLu,GiCa,family,1,member
AnLu,DoCr,family,1,member
AnLu,AnLR,family,1,member
AnLu,ViPa,family,1,member
AnLu,AnPu,family,1,member
AnLu,PiPu,family,1,member
AnLu,ViPu,family,1,member
AnLu,SaPr,family,1,member
AnLu,NiPr,family,1,member
AnLu,NGre,family,1,member
AnLu,GiLu,family,2,member
AnLu,RoMa,family,1,member
AnLu,SaMa,family,1,member
AnLu,ToSp,ally,3,member
GiLu,GSav,ally,1,member
GiLu,CaSa,ally,1,member
GiLu,ViSa,ally,1,member
GiLu,AnCa,ally,1,member
GiLu,GiuC,ally,1,member
GiLu,BeGr,ally,1,member
GiLu,FiGr,ally,1,member
GiLu,GGra,ally,1,member
GiLu,AnLI,ally,1,member
GiLu,SaRi,ally,2,member
GiLu,GiGr,conflict,NA,member
GiLu,BePr,ally,2,member
GiLu,AnLu,family,2,member
GiLu,GiGa,ally,1,member
GiLu,ViPu,family,1,member
GiLu,FiMa,ally,1,member
GiLu,GBPu,ally,1,member
GiLu,ToSp,ally,3,member
GiLu,MiGr,family,1,member
GiLu,SaGr,family,1,member
GiLu,GiuG,family,1,member
GiLu,GGre,family,1,member
GiLu,GiLR,family,1,member
GiLu,GiPa,family,1,member
GiLu,StPa,family,1,member
GiLu,GiPr,family,1,member
GiLu,GPre,family,1,member
GiLu,GiuP,family,1,member
GiLu,GiCa,family,1,member
GiLu,DoCr,family,1,member
GiLu,AnLR,family,1,member
GiLu,ViPa,family,1,member
GiLu,AnPu,family,1,member
GiLu,PiPu,family,1,member
GiLu,SaPr,family,1,member
GiLu,NiPr,family,1,member
GiLu,NGre,family,1,member
GiLu,RoMa,family,1,member
GiLu,SaMa,family,1,member
GiPa,MiGr,family,1,member
GiPa,GiGr,family,1,member
GiPa,SaGr,family,1,member
GiPa,GiuG,family,1,member
GiPa,GGre,family,1,member
GiPa,GiLR,family,1,member
GiPa,AnLu,family,1,member
GiPa,StPa,family,2,member
GiPa,GiPr,family,1,member
GiPa,GPre,family,1,member
GiPa,GiuP,family,1,member
GiPa,GiCa,family,1,member
GiPa,DoCr,family,1,member
GiPa,AnLR,family,1,member
GiPa,ViPa,family,2,member
GiPa,AnPu,family,1,member
GiPa,PiPu,family,1,member
GiPa,ViPu,family,1,member
GiPa,SaPr,family,1,member
GiPa,NiPr,family,1,member
GiPa,NGre,family,1,member
GiPa,GiLu,family,1,member
GiPa,RoMa,family,1,member
GiPa,SaMa,family,1,member
StPa,MiGr,family,1,member
StPa,GiGr,family,1,member
StPa,SaGr,family,1,member
StPa,GiuG,family,1,member
StPa,GGre,family,1,member
StPa,GiLR,family,1,member
StPa,AnLu,family,1,member
StPa,GiPa,family,2,member
StPa,GiPr,family,1,member
StPa,GPre,family,1,member
StPa,GiuP,family,1,member
StPa,GiCa,family,1,member
StPa,DoCr,family,1,member
StPa,AnLR,family,1,member
StPa,ViPa,family,2,member
StPa,AnPu,family,1,member
StPa,PiPu,family,1,member
StPa,ViPu,family,1,member
StPa,SaPr,family,1,member
StPa,NiPr,family,1,member
StPa,NGre,family,1,member
StPa,GiLu,family,1,member
StPa,RoMa,family,1,member
StPa,SaMa,family,1,member
StPa,DoFe,ally,1,member
StPa,GBPu,ally,1,member
StPa,GiOl,ally,1,member
ViPa,MiGr,family,1,member
ViPa,GiGr,family,1,member
ViPa,SaGr,family,1,member
ViPa,GiuG,family,1,member
ViPa,GGre,family,1,member
ViPa,GiLR,family,1,member
ViPa,AnLu,family,1,member
ViPa,GiPa,family,2,member
ViPa,GiPr,family,1,member
ViPa,GPre,family,1,member
ViPa,GiuP,family,1,member
ViPa,GiCa,family,1,member
ViPa,DoCr,family,1,member
ViPa,AnLR,family,1,member
ViPa,StPa,family,2,member
ViPa,AnPu,family,1,member
ViPa,PiPu,family,1,member
ViPa,ViPu,family,1,member
ViPa,SaPr,family,1,member
ViPa,NiPr,family,1,member
ViPa,NGre,family,1,member
ViPa,GiLu,family,1,member
ViPa,RoMa,family,1,member
ViPa,SaMa,family,1,member
ViPa,DoFe,ally,1,member
AnPu,MiGr,family,1,member
AnPu,GiGr,family,1,member
AnPu,SaGr,family,1,member
AnPu,GiuG,family,1,member
AnPu,GGre,family,1,member
AnPu,GiLR,family,1,member
AnPu,AnLu,family,1,member
AnPu,GiPa,family,1,member
AnPu,GiPr,family,1,member
AnPu,GPre,family,1,member
AnPu,GiuP,family,1,member
AnPu,GiCa,family,1,member
AnPu,DoCr,family,1,member
AnPu,AnLR,family,1,member
AnPu,StPa,family,1,member
AnPu,ViPa,family,1,member
AnPu,PiPu,family,2,member
AnPu,ViPu,family,2,member
AnPu,SaPr,family,1,member
AnPu,NiPr,family,1,member
AnPu,NGre,family,1,member
AnPu,GiLu,family,1,member
AnPu,RoMa,family,1,member
AnPu,SaMa,family,1,member
PiPu,MiGr,family,1,member
PiPu,GiGr,family,1,member
PiPu,SaGr,family,1,member
PiPu,GiuG,family,1,member
PiPu,GGre,family,1,member
PiPu,GiLR,family,1,member
PiPu,AnLu,family,1,member
PiPu,GiPa,family,1,member
PiPu,GiPr,family,1,member
PiPu,GPre,family,1,member
PiPu,GiuP,family,1,member
PiPu,GiCa,family,1,member
PiPu,DoCr,family,1,member
PiPu,AnLR,family,1,member
PiPu,StPa,family,1,member
PiPu,ViPa,family,1,member
PiPu,AnPu,family,2,member
PiPu,ViPu,family,2,member
PiPu,SaPr,family,1,member
PiPu,NiPr,family,1,member
PiPu,NGre,family,1,member
PiPu,GiLu,family,1,member
PiPu,RoMa,family,1,member
PiPu,SaMa,family,1,member
PiPu,SaRi,conflict,NA,member
PiPu,FrBo,ally,1,member
ViPu,MiGr,family,1,member
ViPu,GiGr,conflict,NA,member
ViPu,SaGr,family,1,member
ViPu,GiuG,family,1,member
ViPu,GGre,family,1,member
ViPu,GiLR,family,1,member
ViPu,AnLu,family,1,member
ViPu,GiPa,family,1,member
ViPu,GiPr,family,1,member
ViPu,GPre,family,1,member
ViPu,GiuP,family,1,member
ViPu,GiCa,family,1,member
ViPu,DoCr,family,1,member
ViPu,AnLR,family,1,member
ViPu,StPa,family,1,member
ViPu,ViPa,family,1,member
ViPu,AnPu,family,2,member
ViPu,PiPu,family,2,member
ViPu,SaPr,family,1,member
ViPu,NiPr,family,2,member
ViPu,NGre,family,1,member
ViPu,GiLu,family,1,member
ViPu,RoMa,family,1,member
ViPu,GMad,ally,1,member
ViPu,SaMa,family,1,member
ViPu,ArBo,ally,1,member
ViPu,SaRi,ally,1,member
ViPu,AnMa,conflict,NA,member
ViPu,GiMa,conflict,NA,member
ViPu,FiMa,ally,1,member
ViPu,GBPu,ally,1,member
ViPu,GiGa,ally,1,member
GiPr,MiGr,family,1,member
GiPr,GiGr,family,1,member
GiPr,SaGr,family,1,member
GiPr,GiuG,family,1,member
GiPr,GGre,family,1,member
GiPr,GiLR,family,1,member
GiPr,AnLu,family,1,member
GiPr,GiPa,family,1,member
GiPr,ViPu,family,1,member
GiPr,GPre,family,2,member
GiPr,GiuP,family,2,member
GiPr,GiCa,family,1,member
GiPr,DoCr,family,1,member
GiPr,AnLR,family,1,member
GiPr,StPa,family,1,member
GiPr,ViPa,family,1,member
GiPr,AnPu,family,1,member
GiPr,PiPu,family,1,member
GiPr,SaPr,family,2,member
GiPr,NiPr,family,2,member
GiPr,NGre,family,1,member
GiPr,GiLu,family,1,member
GiPr,RoMa,family,1,member
GiPr,SaMa,family,1,member
GPre,MiGr,family,1,member
GPre,GiGr,family,1,member
GPre,SaGr,family,1,member
GPre,GiuG,family,1,member
GPre,GGre,family,1,member
GPre,GiLR,family,1,member
GPre,AnLu,family,1,member
GPre,GiPa,family,1,member
GPre,ViPu,family,1,member
GPre,GiPr,family,2,member
GPre,GiuP,family,2,member
GPre,GiCa,family,1,member
GPre,DoCr,family,1,member
GPre,AnLR,family,1,member
GPre,StPa,family,1,member
GPre,ViPa,family,1,member
GPre,AnPu,family,1,member
GPre,PiPu,family,1,member
GPre,SaPr,family,2,member
GPre,NiPr,family,2,member
GPre,NGre,family,1,member
GPre,GiLu,family,1,member
GPre,RoMa,Family,1,member
GPre,SaMa,Family,1,member
GiuP,MiGr,family,1,member
GiuP,GiGr,family,1,member
GiuP,SaGr,family,1,member
GiuP,GiuG,family,1,member
GiuP,GGre,family,1,member
GiuP,GiLR,family,1,member
GiuP,AnLu,family,1,member
GiuP,GiPa,family,1,member
GiuP,ViPu,family,1,member
GiuP,GiPr,family,2,member
GiuP,GPre,family,2,member
GiuP,GiCa,family,1,member
GiuP,DoCr,family,1,member
GiuP,AnLR,family,1,member
GiuP,StPa,family,1,member
GiuP,ViPa,family,1,member
GiuP,AnPu,family,1,member
GiuP,PiPu,family,1,member
GiuP,SaPr,family,2,member
GiuP,NiPr,family,2,member
GiuP,NGre,family,1,member
GiuP,GiLu,family,1,member
GiuP,RoMa,family,1,member
GiuP,SaMa,family,1,member
SaPr,MiGr,family,1,member
SaPr,GiGr,family,1,member
SaPr,SaGr,family,1,member
SaPr,GiuG,family,1,member
SaPr,GGre,family,1,member
SaPr,GiLR,family,1,member
SaPr,AnLu,family,1,member
SaPr,GiPa,family,1,member
SaPr,ViPu,family,1,member
SaPr,GiPr,family,2,member
SaPr,GPre,family,2,member
SaPr,GiCa,family,1,member
SaPr,DoCr,family,1,member
SaPr,AnLR,family,1,member
SaPr,StPa,family,1,member
SaPr,ViPa,family,1,member
SaPr,AnPu,family,1,member
SaPr,PiPu,family,1,member
SaPr,GiuP,family,2,member
SaPr,NiPr,family,2,member
SaPr,NGre,family,1,member
SaPr,GiLu,family,1,member
SaPr,RoMa,family,1,member
SaPr,SaMa,family,1,member
NiPr,MiGr,family,1,member
NiPr,GiGr,family,1,member
NiPr,SaGr,family,1,member
NiPr,GiuG,family,1,member
NiPr,GGre,family,1,member
NiPr,GiPa,family,1,member
NiPr,ViPu,family,1,member
NiPr,GiPr,family,2,member
NiPr,GPre,family,2,member
NiPr,GiCa,family,1,member
NiPr,DoCr,family,1,member
NiPr,AnLR,family,1,member
NiPr,StPa,family,1,member
NiPr,ViPa,family,1,member
NiPr,AnPu,family,1,member
NiPr,PiPu,family,1,member
NiPr,GiuP,family,2,member
NiPr,SaPr,family,2,member
NiPr,NGre,family,1,member
NiPr,GiLu,family,1,member
NiPr,RoMa,family,1,member
NiPr,SaMa,family,1,member
NGre,MiGr,family,1,member
NGre,GiGr,family,1,member
NGre,SaGr,family,1,member
NGre,GiuG,family,1,member
NGre,GGre,family,1,member
NGre,GiLR,family,1,member
NGre,AnLu,family,1,member
NGre,GiPa,family,1,member
NGre,ViPu,family,1,member
NGre,GiPr,family,1,member
NGre,GPre,family,1,member
NGre,GiCa,family,1,member
NGre,DoCr,family,1,member
NGre,AnLR,family,1,member
NGre,StPa,family,1,member
NGre,ViPa,family,1,member
NGre,AnPu,family,1,member
